"x","y","AP1","AP2","AP3","AP4","AP5","AP6","AP7","AP8","AP9","AP10","AP11"
"100",0,0,-57,-71,-68,-74,-69,-72,-44,-68,-53,-59,-64
"101",0,0,-74,-66,-73,-73,-77,-72,-56,-68,-53,-59,-64
"114",0,1.7,-60,-75,-73,-69,-66,-67,-41,-60,-45,-56,-66
"115",0,0.9,-71,-63,-73,-68,-67,-66,-38,-68,-53,-59,-63
"116",0,0,-61,-75,-72,-68,-62,-66,-45,-62,-51,-58,-70
"117",0,0,-58,-68,-73,-75,-62,-65,-55,-74,-51,-55,-70
"143",0,5.3,-70,-70,-73,-64,-59,-52,-47,-68,-14,-61,-71
"146",0,5.4,-62,-76,-68,-61,-60,-47,-46,-63,-36,-52,-69
"147",0,4.7,-62,-68,-68,-62,-57,-56,-44,-63,-36,-52,-75
"148",0,4,-62,-69,-68,-73,-64,-58,-47,-68,-36,-52,-69
"156",0.5,0,-55,-68,-62,-68,-73,-67,-65,-55,-60,-52,-60
"158",0.5,0,-51,-65,-61,-74,-62,-70,-71,-60,-58,-36,-60
"159",0.5,0,-57,-64,-63,-66,-72,-75,-74,-65,-56,-47,-55
"160",0.5,0,-57,-65,-67,-76,-70,-73,-66,-62,-55,-36,-67
"161",0.6,0,-55,-56,-69,-73,-73,-75,-70,-66,-60,-39,-62
"163",0.6,0,-57,-74,-69,-75,-68,-71,-67,-57,-56,-45,-60
"165",0.6,0,-56,-67,-62,-73,-73,-76,-69,-57,-61,-49,-60
"166",0.6,0,-53,-53,-62,-68,-74,-76,-76,-72,-60,-45,-59
"167",0.8,0,-53,-67,-63,-71,-73,-68,-78,-58,-52,-48,-54
"168",0.8,0,-58,-51,-58,-70,-74,-73,-79,-71,-62,-47,-63
"169",0.8,0,-61,-55,-61,-66,-65,-75,-77,-66,-63,-48,-62
"170",0.8,0,-60,-66,-61,-70,-68,-70,-64,-56,-59,-47,-60
"172",0.9,0,-51,-68,-60,-69,-76,-74,-65,-59,-60,-47,-62
"174",0.9,0,-53,-74,-65,-78,-68,-70,-72,-58,-55,-36,-57
"175",1,0,-56,-58,-62,-74,-75,-69,-76,-63,-64,-40,-62
"176",1,0,-61,-61,-67,-67,-70,-67,-66,-64,-56,-46,-63
"177",1,1.5,-49,-64,-67,-71,-75,-67,-58,-60,-57,-49,-58
"178",1,3.5,-71,-62,-66,-78,-75,-64,-59,-58,-49,-49,-63
"179",1,6,-65,-73,-70,-68,-67,-60,-54,-60,-52,-66,-64
"180",1,6,-69,-61,-70,-60,-64,-59,-61,-60,-49,-58,-72
"182",1,2,-74,-80,-77,-60,-49,-59,-62,-59,-46,-58,-69
"183",1,0,-61,-67,-77,-62,-54,-60,-57,-56,-51,-58,-72
"184",1,0,-54,-60,-77,-66,-54,-66,-70,-58,-51,-47,-57
"185",1,1.5,-50,-70,-69,-66,-64,-63,-61,-69,-51,-46,-64
"186",1,3.1,-61,-65,-72,-72,-70,-63,-59,-63,-48,-46,-65
"187",1,4.5,-65,-65,-69,-71,-62,-60,-56,-58,-53,-55,-65
"188",1,6,-72,-70,-71,-69,-59,-59,-58,-55,-50,-57,-66
"189",1,6,-64,-63,-68,-60,-50,-53,-60,-56,-45,-63,-69
"190",1,4.8,-63,-62,-63,-60,-46,-63,-64,-59,-47,-63,-68
"191",1,3.2,-63,-62,-74,-57,-52,-59,-60,-49,-50,-56,-68
"192",1,1.6,-59,-72,-70,-60,-62,-59,-60,-60,-50,-53,-70
"193",1,0,-64,-70,-66,-66,-60,-73,-61,-59,-49,-57,-63
"194",1,0,-64,-63,-68,-67,-66,-67,-60,-61,-51,-54,-59
"195",1,1.5,-54,-63,-69,-69,-65,-60,-58,-61,-52,-52,-59
"196",1,3,-80,-60,-69,-68,-63,-61,-57,-62,-52,-51,-61
"197",1,4.5,-66,-69,-68,-74,-64,-60,-59,-60,-49,-58,-64
"198",1,6,-72,-72,-68,-69,-62,-56,-60,-60,-54,-53,-69
"199",1,6,-70,-68,-70,-58,-51,-55,-57,-59,-54,-55,-67
"200",1,5.1,-65,-66,-63,-60,-51,-61,-61,-62,-49,-58,-74
"201",1,3.8,-65,-73,-76,-60,-55,-60,-59,-57,-51,-58,-74
"202",1,2.6,-65,-65,-69,-60,-58,-67,-66,-55,-55,-58,-72
"203",1,1.3,-60,-65,-73,-60,-61,-67,-67,-54,-49,-58,-72
"204",1,0,-71,-69,-69,-67,-63,-71,-59,-58,-56,-55,-76
"205",1,0,-50,-61,-69,-72,-65,-65,-65,-59,-53,-52,-58
"206",1,1.3,-54,-63,-64,-71,-72,-70,-56,-64,-53,-55,-59
"207",1,2.6,-54,-64,-73,-66,-70,-61,-58,-61,-53,-52,-59
"208",1,3.8,-54,-71,-73,-73,-61,-64,-54,-63,-51,-60,-65
"209",1,4.8,-54,-71,-69,-75,-64,-63,-59,-65,-51,-57,-71
"210",1,6,-71,-70,-69,-70,-63,-57,-56,-58,-51,-55,-65
"211",1,6,-76,-66,-65,-62,-52,-54,-59,-62,-51,-55,-73
"215",1,1.2,-60,-64,-71,-61,-63,-67,-64,-56,-54,-57,-70
"216",1,0,-63,-71,-71,-64,-59,-67,-55,-51,-54,-57,-66
"225",1,5.2,-62,-67,-62,-63,-49,-61,-59,-56,-42,-58,-80
"226",1,4.1,-61,-70,-62,-58,-55,-60,-58,-57,-48,-56,-68
"227",1,3.1,-64,-77,-64,-60,-55,-60,-66,-55,-54,-56,-73
"228",1,2.1,-59,-64,-65,-58,-58,-60,-59,-54,-48,-56,-73
"229",1,1.1,-63,-72,-60,-59,-64,-67,-59,-54,-56,-56,-69
"230",1,0,-57,-76,-64,-63,-64,-70,-55,-57,-49,-52,-68
"231",1,0,-53,-67,-64,-63,-66,-68,-62,-60,-50,-50,-59
"232",1,0.7,-57,-60,-72,-67,-71,-61,-60,-59,-53,-51,-58
"233",1,1.6,-58,-57,-74,-68,-66,-67,-58,-56,-51,-50,-64
"234",1,2.5,-63,-60,-74,-74,-64,-64,-55,-65,-51,-51,-61
"235",1,3.4,-65,-64,-64,-70,-59,-58,-55,-63,-51,-50,-63
"236",1,4.2,-65,-69,-64,-65,-71,-58,-58,-62,-45,-50,-70
"237",1,5.1,-67,-67,-64,-73,-58,-58,-61,-59,-43,-57,-74
"238",1,6,-67,-68,-71,-68,-60,-59,-50,-66,-44,-60,-72
"239",1,6,-64,-69,-63,-66,-48,-58,-68,-60,-47,-60,-72
"240",1,5.2,-67,-67,-65,-63,-45,-58,-59,-60,-47,-52,-73
"241",1,4.4,-64,-67,-68,-58,-53,-56,-58,-61,-47,-52,-73
"242",1,3.4,-68,-67,-73,-61,-53,-61,-60,-53,-47,-53,-68
"243",1,2.6,-57,-69,-67,-62,-59,-65,-64,-49,-57,-53,-70
"244",1,1.7,-57,-71,-64,-60,-67,-65,-59,-55,-55,-55,-70
"245",1,0.8,-67,-59,-69,-61,-63,-67,-59,-58,-55,-50,-69
"246",1,0,-59,-64,-70,-67,-67,-75,-64,-56,-53,-54,-71
"247",1,0,-52,-66,-67,-68,-67,-75,-68,-62,-53,-54,-71
"248",1,0.9,-55,-66,-62,-71,-65,-68,-56,-61,-52,-49,-65
"249",1,1.7,-63,-67,-78,-72,-68,-61,-63,-58,-48,-54,-68
"250",1,2.6,-63,-67,-70,-72,-66,-59,-58,-59,-56,-60,-68
"251",1,3.4,-63,-71,-69,-68,-60,-60,-61,-62,-46,-58,-68
"252",1,4.3,-63,-68,-73,-68,-63,-62,-54,-56,-47,-60,-68
"253",1,5.2,-63,-66,-73,-65,-61,-65,-58,-58,-50,-60,-72
"254",1,6,-72,-73,-73,-72,-62,-61,-55,-60,-50,-61,-72
"255",1,6,-63,-70,-73,-58,-48,-54,-61,-59,-48,-59,-77
"260",1,1.7,-61,-69,-70,-60,-65,-65,-62,-53,-46,-55,-68
"261",1,0.9,-64,-66,-70,-63,-65,-65,-58,-53,-53,-50,-67
"262",1,0,-63,-62,-66,-63,-65,-66,-56,-54,-51,-54,-63
"263",1,0,-52,-60,-66,-68,-61,-71,-60,-59,-51,-54,-62
"264",1,0.6,-51,-66,-66,-69,-64,-72,-54,-65,-53,-53,-62
"265",1,1.4,-59,-63,-74,-69,-64,-60,-58,-57,-53,-53,-65
"266",1,2.1,-70,-72,-68,-63,-73,-65,-55,-59,-53,-54,-64
"267",1,2.9,-64,-62,-68,-81,-59,-58,-50,-62,-53,-48,-69
"268",1,3.7,-67,-67,-77,-70,-55,-56,-57,-58,-53,-54,-66
"269",1,4.4,-67,-67,-69,-71,-62,-67,-50,-61,-41,-57,-73
"270",1,5.2,-69,-62,-69,-67,-62,-59,-52,-61,-42,-56,-73
"271",1,6,-71,-72,-78,-68,-55,-69,-54,-58,-42,-59,-74
"272",1,6,-71,-72,-69,-57,-49,-62,-58,-60,-46,-58,-74
"273",1,5.2,-65,-63,-63,-74,-46,-63,-61,-57,-49,-56,-71
"274",1,4.5,-65,-69,-69,-60,-58,-56,-58,-52,-49,-57,-72
"275",1,3.8,-65,-68,-72,-67,-56,-58,-61,-54,-58,-54,-72
"276",1,3,-60,-65,-71,-60,-64,-60,-64,-50,-60,-53,-72
"277",1,2.2,-60,-69,-70,-65,-62,-64,-62,-50,-60,-55,-66
"278",1,1.5,-58,-70,-62,-68,-68,-68,-64,-59,-51,-56,-66
"279",1,0.8,-62,-60,-71,-60,-80,-63,-59,-57,-47,-51,-66
"280",1,0,-58,-62,-66,-65,-65,-63,-56,-59,-47,-51,-63
"281",1,0,-49,-66,-66,-66,-67,-65,-66,-58,-52,-50,-58
"282",1,0.7,-52,-66,-73,-69,-62,-68,-54,-62,-52,-50,-58
"283",1,1.5,-52,-66,-73,-64,-67,-61,-62,-56,-50,-51,-61
"284",1,2.3,-71,-65,-69,-65,-72,-60,-55,-55,-53,-59,-63
"285",1,3,-71,-69,-65,-70,-65,-57,-59,-59,-53,-52,-70
"286",1,3.7,-64,-65,-65,-70,-61,-59,-55,-57,-46,-52,-70
"287",1,4.5,-66,-70,-69,-69,-59,-53,-53,-57,-46,-55,-65
"288",1,5.3,-68,-66,-72,-64,-62,-58,-49,-60,-47,-55,-71
"289",1,6,-71,-73,-72,-60,-57,-51,-54,-55,-54,-55,-68
"290",1,6,-68,-68,-72,-75,-52,-60,-69,-69,-52,-59,-71
"291",1,5.4,-76,-68,-72,-69,-49,-68,-66,-63,-51,-63,-84
"292",1,4.7,-61,-67,-68,-61,-72,-60,-55,-52,-45,-59,-71
"293",1,4,-61,-71,-68,-59,-55,-61,-66,-56,-51,-56,-71
"294",1,3.4,-59,-62,-69,-65,-57,-62,-59,-55,-51,-51,-68
"295",1,2.7,-60,-69,-65,-60,-65,-67,-60,-54,-48,-57,-71
"296",1,2,-59,-63,-80,-62,-58,-65,-58,-52,-43,-53,-71
"297",1,1.4,-59,-60,-68,-65,-65,-66,-57,-59,-50,-54,-62
"298",1,0.7,-56,-66,-68,-67,-70,-64,-62,-56,-53,-48,-67
"299",1,0,-59,-63,-66,-59,-70,-70,-58,-55,-53,-45,-67
"300",1,0,-70,-65,-69,-71,-74,-77,-71,-59,-53,-53,-56
"301",1,0.6,-61,-63,-74,-70,-66,-70,-67,-65,-57,-47,-62
"302",1,1.3,-61,-65,-71,-67,-68,-65,-60,-58,-58,-59,-62
"303",1,2,-61,-71,-70,-69,-71,-68,-63,-60,-58,-59,-62
"304",1,2.6,-71,-85,-74,-72,-64,-64,-60,-60,-55,-59,-72
"305",1,3.3,-72,-84,-67,-70,-63,-64,-73,-58,-53,-59,-70
"306",1,4,-74,-69,-73,-69,-64,-60,-62,-61,-55,-65,-77
"307",1,4.6,-74,-71,-73,-71,-68,-66,-59,-58,-54,-65,-75
"308",1,5.3,-76,-71,-80,-65,-64,-58,-63,-67,-59,-65,-75
"309",1,6,-79,-76,-78,-65,-57,-62,-60,-69,-59,-72,-78
"310",1,6,-69,-66,-71,-78,-60,-57,-62,-70,-46,-72,-80
"320",1,0,-54,-65,-61,-68,-68,-67,-74,-61,-62,-50,-55
"322",1,0,-57,-51,-55,-71,-74,-77,-72,-65,-56,-46,-60
"323",1.1,0,-59,-65,-65,-68,-71,-72,-67,-61,-55,-50,-60
"324",1.2,0,-52,-58,-60,-66,-70,-70,-70,-65,-58,-46,-59
"327",1.3,0,-55,-66,-65,-72,-65,-68,-69,-59,-61,-46,-61
"328",1.3,0,-53,-50,-62,-72,-72,-75,-75,-63,-65,-44,-63
"329",1.3,0,-52,-66,-60,-71,-72,-70,-61,-65,-58,-46,-59
"331",1.3,0,-63,-61,-63,-69,-75,-71,-60,-59,-55,-50,-62
"332",1.3,0,-59,-60,-63,-74,-85,-76,-76,-67,-62,-37,-60
"334",1.4,0,-60,-44,-63,-66,-73,-73,-73,-69,-59,-52,-59
"335",1.5,0,-55,-58,-58,-88,-75,-77,-76,-66,-64,-47,-56
"336",1.5,0,-57,-71,-61,-68,-67,-69,-67,-63,-56,-45,-70
"337",1.6,0,-54,-63,-61,-65,-69,-67,-66,-60,-59,-46,-62
"338",1.6,0,-61,-65,-71,-68,-66,-68,-66,-60,-62,-47,-67
"340",1.6,0,-62,-46,-61,-81,-69,-75,-73,-66,-60,-46,-58
"341",1.7,0,-50,-71,-72,-68,-73,-67,-62,-64,-55,-47,-63
"344",1.7,0,-56,-58,-60,-63,-63,-76,-70,-66,-63,-48,-58
"345",1.8,0,-51,-66,-60,-71,-69,-71,-61,-60,-55,-48,-62
"348",1.8,0,-55,-61,-73,-70,-78,-74,-76,-67,-62,-42,-59
"349",2,0,-56,-45,-55,-68,-70,-75,-72,-66,-65,-46,-60
"351",2,0,-55,-53,-60,-88,-65,-79,-73,-66,-64,-49,-60
"352",2,0,-51,-63,-61,-70,-68,-69,-64,-58,-57,-45,-70
"353",2,0,-54,-65,-66,-72,-70,-71,-68,-60,-56,-46,-61
"360",2,1.7,-60,-70,-52,-71,-67,-77,-71,-51,-53,-42,-69
"361",2,1.1,-56,-58,-63,-72,-71,-70,-71,-59,-61,-43,-60
"362",2,0.6,-55,-56,-61,-82,-71,-70,-73,-64,-62,-39,-63
"363",2,0,-53,-57,-56,-75,-74,-69,-64,-61,-62,-44,-55
"364",2,0,-46,-66,-62,-69,-65,-62,-66,-53,-61,-40,-61
"365",2,0.5,-49,-59,-74,-68,-64,-67,-64,-51,-61,-51,-63
"366",2,1.1,-57,-61,-61,-71,-64,-60,-69,-46,-61,-53,-65
"367",2,1.7,-57,-60,-61,-71,-61,-67,-71,-45,-61,-55,-71
"368",2,2.2,-57,-69,-66,-65,-57,-64,-66,-43,-61,-57,-71
"369",2,2.8,-57,-71,-60,-67,-53,-65,-66,-40,-55,-56,-71
"374",2,5,-46,-66,-62,-69,-65,-62,-66,-53,-61,-40,-61
"375",2,4.5,-49,-59,-74,-68,-64,-67,-64,-51,-61,-51,-63
"376",2,3.9,-57,-61,-61,-71,-64,-60,-69,-46,-61,-53,-65
"377",2,3.3,-57,-60,-61,-71,-61,-67,-71,-45,-61,-55,-71
"378",2,2.8,-57,-69,-66,-65,-57,-64,-66,-43,-61,-57,-71
"379",2,2.2,-57,-71,-60,-67,-53,-65,-66,-40,-55,-56,-71
"384",2,0,-46,-63,-61,-68,-65,-62,-69,-54,-59,-43,-61
"385",2,0.6,-48,-59,-59,-76,-72,-68,-67,-49,-54,-46,-63
"386",2,1.2,-59,-66,-59,-69,-61,-67,-69,-45,-53,-53,-63
"387",2,1.9,-62,-73,-65,-72,-61,-65,-68,-52,-58,-51,-70
"388",2,2.5,-61,-74,-66,-69,-61,-62,-72,-51,-53,-58,-70
"389",2,3.2,-61,-75,-60,-64,-57,-64,-62,-40,-60,-57,-70
"390",2,3.8,-64,-74,-60,-62,-59,-65,-61,-44,-51,-59,-73
"391",2,4.4,-64,-78,-60,-63,-56,-60,-76,-52,-51,-60,-73
"392",2,5,-64,-73,-67,-58,-60,-61,-58,-59,-58,-61,-73
"393",2,5,-65,-63,-60,-54,-54,-63,-70,-54,-49,-55,-69
"394",2,4.4,-64,-64,-54,-55,-59,-64,-70,-52,-61,-56,-76
"395",2,3.8,-60,-64,-67,-62,-59,-66,-75,-46,-61,-52,-72
"396",2,3.1,-59,-60,-59,-64,-67,-70,-75,-44,-61,-54,-69
"397",2,2.5,-61,-62,-57,-57,-67,-71,-75,-47,-58,-53,-71
"398",2,1.9,-61,-72,-61,-63,-69,-74,-64,-47,-59,-54,-75
"399",2,1.2,-66,-61,-68,-78,-66,-70,-64,-50,-66,-45,-70
"400",2,0.6,-66,-62,-62,-70,-72,-72,-64,-60,-61,-42,-69
"401",2,0,-58,-55,-62,-70,-69,-71,-71,-58,-61,-43,-61
"402",2,0,-48,-65,-60,-74,-73,-63,-66,-52,-61,-47,-62
"403",2,0.6,-51,-61,-60,-66,-66,-67,-66,-51,-53,-54,-66
"404",2,1.2,-57,-57,-67,-69,-61,-61,-72,-46,-56,-55,-67
"405",2,1.9,-70,-73,-66,-66,-59,-64,-65,-51,-57,-54,-67
"406",2,2.5,-63,-79,-71,-67,-59,-61,-59,-46,-52,-54,-73
"407",2,3.1,-63,-72,-59,-67,-55,-68,-63,-45,-57,-57,-73
"408",2,3.8,-62,-73,-72,-61,-63,-63,-63,-45,-57,-60,-78
"409",2,4.4,-64,-73,-63,-59,-59,-60,-69,-58,-57,-58,-78
"410",2,5,-69,-81,-65,-59,-58,-65,-62,-55,-57,-59,-78
"414",2,2.8,-62,-60,-61,-50,-65,-70,-63,-50,-57,-54,-67
"415",2,2.1,-61,-74,-60,-62,-64,-75,-63,-40,-58,-55,-66
"416",2,1.4,-60,-73,-79,-63,-69,-69,-63,-47,-57,-50,-71
"417",2,0.7,-67,-63,-56,-71,-66,-71,-72,-52,-58,-42,-66
"418",2,0,-61,-58,-60,-68,-73,-76,-72,-61,-58,-40,-64
"427",2,5,-66,-66,-59,-70,-58,-62,-76,-54,-54,-57,-72
"428",2,4.1,-79,-69,-58,-61,-63,-62,-74,-60,-57,-58,-72
"429",2,3.3,-62,-65,-63,-63,-62,-70,-74,-53,-57,-57,-72
"434",2,0,-51,-62,-61,-75,-67,-62,-65,-51,-56,-45,-59
"439",2,4.1,-64,-76,-60,-69,-60,-64,-61,-42,-53,-57,-78
"440",2,5,-64,-70,-60,-71,-62,-69,-61,-47,-56,-59,-75
"441",2,5,-77,-63,-61,-55,-58,-63,-62,-54,-53,-57,-71
"442",2,4,-71,-62,-61,-66,-50,-68,-64,-54,-53,-57,-77
"443",2,3,-63,-61,-60,-66,-65,-67,-64,-46,-55,-55,-72
"444",2,2,-74,-60,-60,-66,-68,-67,-63,-41,-55,-52,-69
"445",2,1,-62,-64,-61,-58,-65,-70,-64,-46,-55,-55,-75
"446",2,0,-62,-77,-59,-65,-70,-75,-64,-47,-57,-52,-75
"448",2,0.8,-47,-59,-60,-71,-67,-66,-75,-49,-50,-46,-61
"449",2,1.6,-58,-64,-64,-72,-64,-62,-75,-51,-53,-52,-72
"450",2,2.5,-58,-70,-64,-76,-56,-64,-67,-41,-59,-52,-72
"451",2,3.3,-63,-72,-74,-70,-56,-63,-60,-43,-59,-53,-78
"452",2,4.1,-64,-72,-58,-65,-60,-64,-62,-44,-57,-55,-74
"453",2,5,-64,-72,-64,-61,-61,-61,-62,-45,-57,-55,-76
"454",2,5,-63,-64,-61,-59,-61,-61,-60,-55,-53,-58,-68
"462",2,2,-59,-64,-63,-72,-61,-61,-72,-51,-56,-51,-62
"463",2,3,-57,-61,-67,-67,-58,-66,-73,-48,-54,-53,-69
"464",2,4,-65,-61,-60,-67,-58,-65,-63,-44,-54,-51,-73
"465",2,5,-63,-69,-64,-69,-54,-62,-60,-45,-53,-55,-73
"472",2,0,-48,-59,-60,-70,-68,-65,-63,-55,-59,-44,-71
"477",2,5,-65,-62,-58,-66,-55,-66,-77,-52,-50,-59,-68
"478",2,3.7,-65,-65,-58,-59,-59,-60,-77,-51,-50,-58,-73
"479",2,2.5,-63,-63,-64,-58,-66,-64,-68,-46,-60,-54,-73
"480",2,1.3,-64,-70,-64,-60,-73,-74,-70,-47,-61,-52,-72
"481",2,0,-63,-70,-59,-61,-68,-74,-63,-48,-61,-55,-71
"483",2,1.2,-66,-60,-64,-67,-63,-73,-69,-51,-64,-46,-64
"484",2,2.5,-59,-64,-62,-76,-60,-63,-72,-55,-61,-51,-62
"485",2,3.9,-61,-68,-63,-70,-61,-69,-72,-46,-59,-51,-71
"486",2,5,-61,-62,-61,-66,-59,-65,-63,-42,-51,-50,-70
"492",2,1.6,-46,-60,-61,-76,-77,-64,-69,-54,-54,-49,-64
"493",2,3.4,-58,-61,-61,-84,-60,-61,-70,-46,-54,-50,-67
"494",2,5,-57,-63,-61,-75,-63,-68,-70,-50,-59,-52,-68
"495",2,5,-74,-62,-60,-57,-57,-63,-69,-53,-50,-55,-69
"500",2,1.6,-52,-59,-61,-69,-64,-68,-68,-54,-53,-48,-58
"501",2,3.3,-58,-62,-60,-73,-60,-61,-67,-46,-57,-52,-67
"502",2,5,-67,-69,-61,-72,-59,-65,-69,-45,-57,-53,-69
"503",2.1,0,-56,-43,-60,-71,-68,-77,-81,-72,-56,-49,-58
"504",2.2,0,-55,-61,-66,-69,-69,-70,-69,-57,-55,-41,-60
"506",2.2,0,-43,-61,-61,-76,-71,-72,-65,-55,-55,-45,-58
"507",2.3,0,-56,-54,-60,-69,-75,-75,-75,-69,-62,-47,-60
"508",2.3,0,-59,-44,-56,-69,-70,-76,-70,-64,-63,-45,-66
"509",2.3,0,-45,-64,-62,-68,-66,-68,-62,-61,-55,-46,-64
"512",2.3,0,-72,-44,-65,-68,-71,-69,-70,-69,-62,-52,-61
"513",2.4,0,-57,-43,-60,-69,-75,-78,-72,-66,-60,-50,-60
"514",2.4,0,-48,-63,-65,-66,-70,-69,-67,-62,-52,-45,-60
"515",2.4,0,-58,-63,-71,-68,-65,-73,-61,-61,-62,-45,-63
"516",2.5,0,-59,-46,-53,-69,-73,-74,-75,-67,-58,-46,-60
"517",2.5,0,-45,-61,-62,-69,-67,-79,-62,-59,-53,-44,-57
"518",2.6,0,-64,-52,-61,-71,-67,-70,-67,-63,-60,-51,-61
"519",2.6,0,-60,-45,-58,-63,-70,-79,-70,-68,-60,-53,-60
"520",2.6,0,-57,-61,-62,-79,-72,-72,-66,-61,-59,-42,-53
"521",2.7,0,-57,-63,-67,-68,-71,-68,-66,-60,-55,-47,-70
"522",2.7,0,-60,-44,-59,-69,-76,-75,-77,-63,-62,-45,-59
"524",2.7,0,-45,-59,-60,-71,-67,-74,-69,-56,-57,-42,-58
"525",2.7,0,-48,-63,-61,-66,-65,-64,-65,-56,-56,-45,-61
"526",2.8,0,-45,-58,-70,-78,-67,-71,-66,-58,-56,-46,-59
"527",2.8,0,-61,-42,-55,-69,-70,-76,-71,-64,-57,-52,-63
"529",2.9,0,-52,-61,-62,-68,-66,-70,-63,-61,-49,-42,-64
"530",3,0,-44,-65,-61,-73,-67,-71,-62,-55,-53,-40,-55
"532",3,5,-70,-62,-57,-48,-64,-67,-70,-63,-60,-53,-69
"533",3,3.4,-71,-59,-58,-48,-71,-65,-70,-58,-58,-56,-68
"534",3,1.7,-64,-63,-53,-53,-67,-66,-68,-57,-61,-53,-68
"535",3,0,-67,-59,-52,-58,-67,-74,-75,-59,-61,-52,-62
"536",3,0,-64,-48,-60,-59,-67,-74,-71,-60,-58,-48,-55
"537",3,1.8,-69,-57,-60,-63,-71,-76,-74,-63,-54,-42,-52
"538",3,3.2,-69,-54,-50,-63,-75,-67,-74,-57,-60,-48,-52
"539",3,5,-59,-58,-59,-62,-64,-66,-71,-54,-60,-45,-68
"540",3,5,-65,-61,-59,-46,-67,-72,-72,-56,-59,-49,-68
"544",3,0,-66,-52,-61,-61,-64,-77,-68,-60,-58,-56,-54
"555",3,1,-64,-50,-71,-62,-65,-77,-76,-61,-60,-45,-52
"556",3,1.9,-67,-62,-71,-63,-63,-78,-67,-56,-61,-45,-58
"557",3,3,-63,-67,-53,-61,-69,-65,-74,-54,-68,-56,-58
"558",3,4,-63,-62,-56,-54,-64,-68,-71,-57,-68,-51,-66
"559",3,5,-63,-66,-57,-58,-64,-69,-69,-51,-57,-58,-74
"560",3,5,-63,-63,-57,-54,-65,-67,-69,-58,-59,-60,-68
"565",3,0,-63,-54,-51,-72,-70,-74,-77,-62,-68,-53,-61
"566",3,0,-61,-51,-57,-60,-65,-75,-66,-65,-68,-43,-56
"567",3,0.8,-59,-51,-61,-59,-65,-75,-71,-61,-62,-47,-57
"568",3,1.8,-64,-56,-59,-59,-63,-75,-74,-56,-62,-42,-57
